Wall time,Step,Value
1730314800.032422,100,0.41220831871032715
1730314838.804827,101,0.41481882333755493
1730314877.440168,102,0.414398729801178
1730314916.314926,103,0.41833949089050293
1730314954.98585,104,0.4174793064594269
1730314993.883483,105,0.41940969228744507
1730315044.843857,106,0.4208599627017975
1730315147.222153,107,0.4220702052116394
1730315268.020738,108,0.4240005612373352
1730315386.295251,109,0.42382052540779114
1730315516.430088,110,0.4238605201244354
1730315649.622674,111,0.427581250667572
1730315781.543773,112,0.43000170588493347
1730315921.832504,113,0.43062183260917664
1730316066.346709,114,0.4332723319530487
1730316202.510977,115,0.43220213055610657
1730316344.430781,116,0.4320620894432068
1730316486.575596,117,0.43407246470451355
1730316626.704443,118,0.43471258878707886
1730316768.985445,119,0.4349426329135895
1730316908.521339,120,0.43623289465904236
1730317049.660413,121,0.43705305457115173
1730317188.592769,122,0.4363129138946533
1730317328.354411,123,0.4396835267543793
1730317469.494753,124,0.4398335814476013
1730317612.297423,125,0.437093049287796
1730317751.140118,126,0.43897339701652527
1730317893.596814,127,0.4408237636089325
1730318033.988471,128,0.43935346603393555
1730318184.174862,129,0.4398335814476013
1730318326.190387,130,0.4416739046573639
1730318472.427717,131,0.4441043734550476
1730318613.005106,132,0.4408337473869324
1730318755.803737,133,0.44253408908843994
1730318898.846693,134,0.44314420223236084
1730319040.544792,135,0.4431541860103607
1730319181.014207,136,0.44540461897850037
1730319327.849791,137,0.4447745084762573
1730319468.354122,138,0.44574469327926636
1730319612.145904,139,0.4472249746322632
1730319759.023537,140,0.4473649859428406
1730319902.240546,141,0.44547465443611145
1730320045.122871,142,0.44598475098609924
1730320188.332983,143,0.4474950134754181
1730320334.071328,144,0.44692492485046387
1730320479.12901,145,0.4464748203754425
1730320624.283657,146,0.4479351043701172
1730320768.975047,147,0.4470449388027191
1730320919.192922,148,0.44903531670570374
1730321066.688935,149,0.44855523109436035
1730321213.497974,150,0.4480051100254059
1730321366.268582,151,0.44818514585494995
1730321512.880957,152,0.4499855041503906
1730321661.424646,153,0.4495954215526581
1730321804.047727,154,0.44841518998146057
1730321949.07413,155,0.4501955509185791
1730322094.247063,156,0.4526059925556183
1730322242.537175,157,0.45176583528518677
1730322388.703121,158,0.45156580209732056
1730322534.819336,159,0.4500955045223236
1730322688.536248,160,0.450835645198822
